server_id,timestamp,request_count,unique_ips,avg_response_time,median_response_time,p95_response_time,p99_response_time,max_response_time,std_response_time,error_rate_5xx,error_rate_4xx,success_rate,avg_bytes_sent,total_bytes_sent,bot_ratio,mobile_ratio,desktop_ratio,api_ratio,static_ratio,auth_ratio,get_ratio,post_ratio,hour,is_weekend,is_business_hours,is_anomaly,anomaly_type
1,2024-01-01 13:00:00,1.0,1.0,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,1.0,19009.0,19009.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-01 13:10:00,3.0,3.0,69.0,68.0,87.8,89.56,90.0,20.518284528683193,0.3333333333333333,0.3333333333333333,0.3333333333333333,4747.0,14241.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,13.0,0.0,1.0,1,error_spike
1,2024-01-01 13:15:00,1.0,1.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,1.0,1531.0,1531.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-01 13:25:00,1.0,1.0,53.0,53.0,53.0,53.0,53.0,0.0,0.0,0.0,1.0,1352.0,1352.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0,normal
1,2024-01-01 13:35:00,1.0,1.0,81.0,81.0,81.0,81.0,81.0,0.0,0.0,0.0,1.0,17255.0,17255.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-01 13:45:00,1.0,1.0,1415.0,1415.0,1415.0,1415.0,1415.0,0.0,0.0,0.0,1.0,2711.0,2711.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-01 14:10:00,2.0,2.0,40.0,40.0,50.8,51.76,52.0,16.97056274847714,0.0,0.0,0.5,3563.0,7126.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-01 14:35:00,1.0,1.0,16.0,16.0,16.0,16.0,16.0,0.0,0.0,0.0,1.0,1732.0,1732.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-01 15:20:00,1.0,1.0,221.0,221.0,221.0,221.0,221.0,0.0,0.0,0.0,1.0,1775.0,1775.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,1.0,0,normal
1,2024-01-01 16:05:00,1.0,1.0,68.0,68.0,68.0,68.0,68.0,0.0,0.0,0.0,1.0,85149.0,85149.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-01 16:25:00,2.0,2.0,653.5,653.5,1087.75,1126.35,1136.0,682.3580438450184,0.0,0.0,1.0,5672.0,11344.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-01 16:40:00,1.0,1.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,1.0,4038.0,4038.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-01 16:45:00,1.0,1.0,235.0,235.0,235.0,235.0,235.0,0.0,0.0,0.0,1.0,3950.0,3950.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-01 18:05:00,1.0,1.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,1.0,2037.0,2037.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0,normal
1,2024-01-01 19:00:00,2.0,2.0,431.5,431.5,764.9499999999999,794.59,802.0,523.9661248592317,0.0,0.0,1.0,7132.5,14265.0,0.5,0.5,0.0,0.5,0.5,0.0,1.0,0.0,19.0,0.0,0.0,0,normal
1,2024-01-01 20:25:00,1.0,1.0,201.0,201.0,201.0,201.0,201.0,0.0,0.0,1.0,0.0,156.0,156.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0,normal
1,2024-01-01 21:45:00,1.0,1.0,102.0,102.0,102.0,102.0,102.0,0.0,0.0,1.0,0.0,190.0,190.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,0.0,0.0,0,normal
1,2024-01-01 22:05:00,1.0,1.0,26.0,26.0,26.0,26.0,26.0,0.0,0.0,0.0,1.0,885.0,885.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0,normal
1,2024-01-02 01:00:00,1.0,1.0,46.0,46.0,46.0,46.0,46.0,0.0,0.0,0.0,1.0,44943.0,44943.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,normal
1,2024-01-02 01:05:00,2.0,2.0,918.0,918.0,1674.8999999999999,1742.18,1759.0,1189.353605955773,0.0,0.0,1.0,905.5,1811.0,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.5,1.0,0.0,0.0,0,normal
1,2024-01-02 01:45:00,1.0,1.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,1.0,4129.0,4129.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,normal
1,2024-01-02 02:25:00,1.0,1.0,30.0,30.0,30.0,30.0,30.0,0.0,1.0,0.0,0.0,755.0,755.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,error_spike
1,2024-01-02 02:55:00,1.0,1.0,133.0,133.0,133.0,133.0,133.0,0.0,0.0,1.0,0.0,260.0,260.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0,normal
1,2024-01-02 03:20:00,1.0,1.0,116.0,116.0,116.0,116.0,116.0,0.0,0.0,0.0,1.0,14570.0,14570.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0,normal
1,2024-01-02 03:25:00,1.0,1.0,711.0,711.0,711.0,711.0,711.0,0.0,0.0,0.0,1.0,6288.0,6288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0,normal
1,2024-01-02 04:10:00,1.0,1.0,60.0,60.0,60.0,60.0,60.0,0.0,0.0,0.0,1.0,3121.0,3121.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0,normal
1,2024-01-02 06:35:00,1.0,1.0,15.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,1.0,711.0,711.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0,normal
1,2024-01-02 06:45:00,2.0,2.0,14.0,14.0,15.8,15.96,16.0,2.8284271247461903,0.0,0.0,1.0,4781.0,9562.0,0.5,0.0,0.5,0.5,0.0,0.0,0.5,0.0,6.0,0.0,0.0,0,normal
1,2024-01-02 07:55:00,1.0,1.0,1011.0,1011.0,1011.0,1011.0,1011.0,0.0,0.0,0.0,1.0,524.0,524.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0,normal
1,2024-01-02 08:05:00,1.0,1.0,55.0,55.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,3609.0,3609.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0,normal
1,2024-01-02 08:15:00,1.0,1.0,44.0,44.0,44.0,44.0,44.0,0.0,0.0,0.0,0.0,47132.0,47132.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0,normal
1,2024-01-02 08:35:00,1.0,1.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,1.0,2112.0,2112.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,normal
1,2024-01-02 09:30:00,1.0,1.0,372.0,372.0,372.0,372.0,372.0,0.0,0.0,0.0,1.0,5069.0,5069.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,0,normal
1,2024-01-02 09:45:00,1.0,1.0,28.0,28.0,28.0,28.0,28.0,0.0,0.0,0.0,1.0,2848.0,2848.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0,normal
1,2024-01-02 10:00:00,1.0,1.0,69.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,1.0,124244.0,124244.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,normal
1,2024-01-02 10:10:00,1.0,1.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,1.0,448.0,448.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,normal
1,2024-01-02 10:20:00,1.0,1.0,92.0,92.0,92.0,92.0,92.0,0.0,0.0,0.0,1.0,1699.0,1699.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,normal
1,2024-01-02 10:30:00,3.0,3.0,119.33333333333333,77.0,213.79999999999998,225.96,229.0,95.79317999384577,0.0,0.0,1.0,29016.333333333332,87049.0,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,10.0,0.0,1.0,0,normal
1,2024-01-02 10:45:00,1.0,1.0,199.0,199.0,199.0,199.0,199.0,0.0,0.0,0.0,1.0,8256.0,8256.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,normal
1,2024-01-02 10:55:00,1.0,1.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,0.0,1.0,50451.0,50451.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,0,normal
1,2024-01-02 11:10:00,2.0,2.0,336.5,336.5,558.35,578.07,583.0,348.6036431249679,0.0,0.0,1.0,16183.5,32367.0,1.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,11.0,0.0,1.0,0,normal
1,2024-01-02 11:15:00,1.0,1.0,842.0,842.0,842.0,842.0,842.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,0,normal
1,2024-01-02 11:20:00,1.0,1.0,283.0,283.0,283.0,283.0,283.0,0.0,0.0,0.0,1.0,6545.0,6545.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,0,normal
1,2024-01-02 11:50:00,1.0,1.0,52.0,52.0,52.0,52.0,52.0,0.0,0.0,0.0,1.0,1167.0,1167.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,0,normal
1,2024-01-02 12:00:00,1.0,1.0,996.0,996.0,996.0,996.0,996.0,0.0,0.0,0.0,1.0,1205.0,1205.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,1.0,0,normal
1,2024-01-02 12:10:00,2.0,2.0,252.0,252.0,441.0,457.8,462.0,296.98484809834997,0.0,0.0,1.0,9361.5,18723.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,12.0,0.0,1.0,0,normal
1,2024-01-02 12:20:00,1.0,1.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,0.0,201.0,201.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,0.0,1.0,0,normal
1,2024-01-02 12:45:00,2.0,2.0,58.5,58.5,96.75,100.15,101.0,60.10407640085654,0.0,0.0,1.0,6242.0,12484.0,0.0,1.0,0.0,0.5,0.0,0.0,0.5,0.5,12.0,0.0,1.0,0,normal
1,2024-01-02 13:00:00,1.0,1.0,137.0,137.0,137.0,137.0,137.0,0.0,0.0,0.0,1.0,238.0,238.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-02 13:20:00,1.0,1.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,1.0,1872.0,1872.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,13.0,0.0,1.0,0,normal
1,2024-01-02 13:25:00,2.0,2.0,812.5,812.5,1324.1499999999999,1369.6299999999999,1381.0,803.9804102091045,0.0,0.5,0.5,11231.5,22463.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,13.0,0.0,1.0,0,normal
1,2024-01-02 13:35:00,1.0,1.0,189.0,189.0,189.0,189.0,189.0,0.0,0.0,0.0,0.0,7191.0,7191.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0,normal
1,2024-01-02 13:40:00,1.0,1.0,20.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,1.0,522.0,522.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,1.0,0,normal
1,2024-01-02 13:45:00,1.0,1.0,101.0,101.0,101.0,101.0,101.0,0.0,0.0,0.0,0.0,688.0,688.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,1.0,0,normal
1,2024-01-02 14:05:00,1.0,1.0,82.0,82.0,82.0,82.0,82.0,0.0,0.0,0.0,1.0,4758.0,4758.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,14.0,0.0,1.0,0,normal
1,2024-01-02 14:10:00,1.0,1.0,147.0,147.0,147.0,147.0,147.0,0.0,0.0,0.0,1.0,4089.0,4089.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-02 14:15:00,1.0,1.0,263.0,263.0,263.0,263.0,263.0,0.0,1.0,0.0,0.0,1075.0,1075.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,1,error_spike
1,2024-01-02 14:20:00,1.0,1.0,176.0,176.0,176.0,176.0,176.0,0.0,0.0,0.0,1.0,1593.0,1593.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-02 14:30:00,1.0,1.0,67.0,67.0,67.0,67.0,67.0,0.0,0.0,0.0,1.0,479.0,479.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-02 14:45:00,1.0,1.0,19.0,19.0,19.0,19.0,19.0,0.0,0.0,0.0,0.0,2011.0,2011.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,1.0,0,normal
1,2024-01-02 15:15:00,1.0,1.0,79.0,79.0,79.0,79.0,79.0,0.0,0.0,0.0,1.0,10409.0,10409.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,15.0,0.0,1.0,0,normal
1,2024-01-02 15:30:00,2.0,2.0,91.5,91.5,168.45,175.29,177.0,120.91525958289962,0.0,0.0,1.0,1111.5,2223.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,15.0,0.0,1.0,0,normal
1,2024-01-02 16:10:00,1.0,1.0,66.0,66.0,66.0,66.0,66.0,0.0,0.0,0.0,1.0,2218.0,2218.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,0.0,1.0,0,normal
1,2024-01-02 16:15:00,1.0,1.0,10.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,1.0,366.0,366.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-02 16:35:00,1.0,1.0,478.0,478.0,478.0,478.0,478.0,0.0,0.0,0.0,1.0,1429.0,1429.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-02 16:55:00,1.0,1.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,1.0,0.0,3512.0,3512.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,16.0,0.0,1.0,0,normal
1,2024-01-02 17:00:00,1.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,907.0,907.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0,normal
1,2024-01-02 18:40:00,2.0,2.0,114.0,114.0,140.1,142.42,143.0,41.012193308819754,0.0,0.0,0.5,18482.5,36965.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,1.0,18.0,0.0,1.0,0,normal
1,2024-01-02 19:05:00,1.0,1.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,2440.0,2440.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0,normal
1,2024-01-02 20:45:00,1.0,1.0,162.0,162.0,162.0,162.0,162.0,0.0,0.0,0.0,0.0,1704.0,1704.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0,normal
1,2024-01-02 20:50:00,1.0,1.0,117.0,117.0,117.0,117.0,117.0,0.0,0.0,0.0,1.0,4389.0,4389.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0,normal
1,2024-01-02 20:55:00,1.0,1.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,1.0,476.0,476.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,20.0,0.0,0.0,0,normal
1,2024-01-02 21:55:00,1.0,1.0,36.0,36.0,36.0,36.0,36.0,0.0,0.0,0.0,1.0,1482.0,1482.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0,normal
1,2024-01-02 22:15:00,1.0,1.0,197.0,197.0,197.0,197.0,197.0,0.0,0.0,0.0,1.0,14625.0,14625.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,0.0,0.0,0,normal
1,2024-01-02 22:55:00,1.0,1.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,1.0,217858.0,217858.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,22.0,0.0,0.0,0,normal
1,2024-01-02 23:35:00,1.0,1.0,31.0,31.0,31.0,31.0,31.0,0.0,0.0,0.0,1.0,701.0,701.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,23.0,0.0,0.0,0,normal
1,2024-01-03 00:50:00,1.0,1.0,31.0,31.0,31.0,31.0,31.0,0.0,0.0,1.0,0.0,366.0,366.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,normal
1,2024-01-03 02:05:00,1.0,1.0,186.0,186.0,186.0,186.0,186.0,0.0,0.0,0.0,1.0,343.0,343.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,normal
1,2024-01-03 02:15:00,1.0,1.0,49.0,49.0,49.0,49.0,49.0,0.0,0.0,0.0,1.0,512.0,512.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,normal
1,2024-01-03 03:45:00,1.0,1.0,108.0,108.0,108.0,108.0,108.0,0.0,0.0,0.0,1.0,24894.0,24894.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0,normal
1,2024-01-03 04:35:00,1.0,1.0,420.0,420.0,420.0,420.0,420.0,0.0,0.0,1.0,0.0,16102.0,16102.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0,normal
1,2024-01-03 06:05:00,1.0,1.0,37.0,37.0,37.0,37.0,37.0,0.0,0.0,0.0,1.0,253.0,253.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0,normal
1,2024-01-03 06:30:00,1.0,1.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,1.0,181.0,181.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0,normal
1,2024-01-03 06:35:00,1.0,1.0,421.0,421.0,421.0,421.0,421.0,0.0,0.0,0.0,0.0,596.0,596.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0,normal
1,2024-01-03 07:05:00,1.0,1.0,134.0,134.0,134.0,134.0,134.0,0.0,0.0,0.0,1.0,2500.0,2500.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0,normal
1,2024-01-03 07:15:00,1.0,1.0,218.0,218.0,218.0,218.0,218.0,0.0,0.0,1.0,0.0,1879.0,1879.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0,normal
1,2024-01-03 07:20:00,1.0,1.0,198.0,198.0,198.0,198.0,198.0,0.0,0.0,0.0,1.0,56.0,56.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0,normal
1,2024-01-03 08:45:00,1.0,1.0,27.0,27.0,27.0,27.0,27.0,0.0,0.0,0.0,1.0,271.0,271.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,0,normal
1,2024-01-03 09:00:00,1.0,1.0,54.0,54.0,54.0,54.0,54.0,0.0,0.0,0.0,1.0,1221.0,1221.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0,normal
