request_count,unique_ips,avg_response_time,median_response_time,p95_response_time,p99_response_time,max_response_time,std_response_time,error_rate_5xx,error_rate_4xx,success_rate,avg_bytes_sent,total_bytes_sent,bot_ratio,mobile_ratio,desktop_ratio,api_ratio,static_ratio,auth_ratio,get_ratio,post_ratio,hour,is_weekend,is_business_hours,response_time_change,request_count_change,error_rate_change,rolling_avg_response,response_vs_rolling,stress_score,quality_degradation,latency_spike,error_severity_ratio,response_cv,load_pressure,log_avg_response,log_p99_response,log_std_response,log_load_pressure,response_vs_rolling_abs,response_zscore_per_server,severity_latency,severity_error,severity_traffic,max_severity,combined_severity
1.0,1.0,73.0,73.0,73.0,73.0,73.0,0.0,0.0,0.0,1.0,8283.0,8283.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,64.0,0.0,0.0,35.333333333333336,37.666666666666664,73.0,72.27722772277228,0.0,0.0,0.0,73.0,4.30406509320417,4.30406509320417,0.0,4.30406509320417,37.666666666666664,-0.37421152699103183,-0.9513333333333334,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,340.0,340.0,340.0,340.0,340.0,0.0,0.0,0.0,1.0,653.0,653.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,296.0,0.0,0.0,160.0,180.0,340.0,336.63366336633663,0.0,0.0,0.0,340.0,5.831882477283517,5.831882477283517,0.0,5.831882477283517,180.0,0.514949777565035,-0.7733333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,1.0,963.0,963.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,-44.0,0.0,0.0,37.0,-8.0,29.0,28.712871287128714,0.0,0.0,0.0,29.0,3.4011973816621555,3.4011973816621555,0.0,3.4011973816621555,8.0,-0.5265174002100562,-0.9806666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
2.0,2.0,1247.0,1247.0,1948.1,2010.42,2026.0,1101.672365088641,0.0,0.0,1.0,10340.5,20681.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,1024.0,1.0,0.0,527.6666666666666,719.3333333333334,1247.0,1234.6534653465346,763.4200000000001,0.0,0.8834581910226005,2494.0,7.129297548929373,7.606596219284004,7.005491935317598,7.822044008185619,719.3333333333334,3.7481849008539165,0.2987333333333333,-1.0,-0.11140000000000008,0.2987333333333333,0.2987333333333333
1.0,1.0,486.0,486.0,486.0,486.0,486.0,0.0,0.0,0.0,1.0,510.0,510.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,1.0,-761.0,-1.0,0.0,652.0,-166.0,486.0,481.18811881188117,0.0,0.0,0.0,486.0,6.18826412308259,6.18826412308259,0.0,6.18826412308259,166.0,1.0841049174483193,-0.676,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,187.0,187.0,187.0,187.0,187.0,0.0,0.0,0.0,1.0,33564.0,33564.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,-299.0,0.0,0.0,640.0,-453.0,187.0,185.14851485148515,0.0,0.0,0.0,187.0,5.236441962829949,5.236441962829949,0.0,5.236441962829949,453.0,0.03737703960564729,-0.8753333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,140.0,140.0,140.0,140.0,140.0,0.0,1.0,0.0,0.0,12086.0,12086.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,111.0,0.0,1.0,80.66666666666667,59.33333333333333,280.0,14000.0,0.0,0.9999990000010001,0.0,140.0,4.948759890378168,4.948759890378168,0.0,4.948759890378168,59.33333333333333,-0.14229122004388112,-0.9066666666666666,49.0,-0.5557000000000001,49.0,49.0
1.0,1.0,75.0,75.0,75.0,75.0,75.0,0.0,0.0,0.0,1.0,176.0,176.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,-112.0,0.0,0.0,249.33333333333334,-174.33333333333334,75.0,74.25742574257426,0.0,0.0,0.0,75.0,4.330733340286331,4.330733340286331,0.0,4.330733340286331,174.33333333333334,-0.3547083193186981,-0.95,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,109.0,109.0,109.0,109.0,109.0,0.0,0.0,0.0,1.0,317.0,317.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,-231.0,0.0,0.0,164.33333333333334,-55.33333333333334,109.0,107.92079207920791,0.0,0.0,0.0,109.0,4.700480365792417,4.700480365792417,0.0,4.700480365792417,55.33333333333334,-0.23906398035900692,-0.9273333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,22.0,22.0,22.0,22.0,22.0,0.0,0.0,0.0,1.0,4270.0,4270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,-53.0,0.0,0.0,94.66666666666667,-72.66666666666667,22.0,21.782178217821784,0.0,0.0,0.0,22.0,3.1354942159291497,3.1354942159291497,0.0,3.1354942159291497,72.66666666666667,-0.5402487123811116,-0.9853333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,78.0,78.0,78.0,78.0,78.0,0.0,0.0,0.0,1.0,66783.0,66783.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,-62.0,0.0,-1.0,82.33333333333333,-4.333333333333329,78.0,77.22772277227723,0.0,0.0,0.0,78.0,4.3694478524670215,4.3694478524670215,0.0,4.3694478524670215,4.333333333333329,-0.3569040413979609,-0.948,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,265.0,265.0,265.0,265.0,265.0,0.0,0.0,0.0,1.0,835.0,835.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,1.0,187.0,0.0,0.0,161.0,104.0,265.0,262.3762376237624,0.0,0.0,0.0,265.0,5.583496308781699,5.583496308781699,0.0,5.583496308781699,104.0,0.29039591978289264,-0.8233333333333334,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
2.0,2.0,103.0,103.0,161.5,166.7,168.0,91.92388155425118,0.0,0.0,1.0,3558.5,7117.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,9.0,0.0,1.0,-6.0,1.0,0.0,184.0,-81.0,103.0,101.98019801980197,63.69999999999999,0.0,0.892464860794042,206.0,4.6443908991413725,5.122176668829163,4.531780680106053,5.332718793265369,81.0,-0.2586487532920989,-0.8923333333333333,-1.0,-0.11140000000000008,-0.11140000000000008,0.0
1.0,1.0,35.0,35.0,35.0,35.0,35.0,0.0,0.0,0.0,1.0,14238.0,14238.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,-230.0,0.0,0.0,126.0,-91.0,35.0,34.65346534653465,0.0,0.0,0.0,35.0,3.58351893845611,3.58351893845611,0.0,3.58351893845611,91.0,-0.5057484174983711,-0.9766666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
2.0,2.0,103.5,103.5,120.14999999999999,121.63,122.0,26.16295090390226,0.0,0.5,0.5,1983.5,3967.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,0.5,9.0,0.0,1.0,68.5,1.0,0.0,134.5,-31.0,103.5,202.94117647058823,18.129999999999995,0.0,0.25278213189488047,207.0,4.6491870714048655,4.809171691773934,3.3018539456804676,5.337538079701318,31.0,-0.26863586487329905,-0.9198999999999999,-1.0,-0.11140000000000008,-0.11140000000000008,0.0
1.0,1.0,261.0,261.0,261.0,261.0,261.0,0.0,0.0,0.0,1.0,1741.0,1741.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,239.0,0.0,0.0,119.33333333333333,141.66666666666669,261.0,258.4158415841584,0.0,0.0,0.0,261.0,5.568344503761097,5.568344503761097,0.0,5.568344503761097,141.66666666666669,0.2964334374663755,-0.826,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,14.0,14.0,14.0,14.0,14.0,0.0,0.0,1.0,0.0,6628.0,6628.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0,-247.0,0.0,0.0,99.0,-85.0,14.0,1400.0,0.0,0.0,0.0,14.0,2.70805020110221,2.70805020110221,0.0,2.70805020110221,85.0,-0.5682548094471362,-0.9906666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,755.0,755.0,755.0,755.0,755.0,0.0,0.0,0.0,1.0,1711.0,1711.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,741.0,0.0,0.0,343.3333333333333,411.6666666666667,755.0,747.5247524752475,0.0,0.0,0.0,755.0,6.628041376179533,6.628041376179533,0.0,6.628041376179533,411.6666666666667,2.025809931293399,-0.49666666666666665,-1.0,-0.5557000000000001,-0.49666666666666665,0.0
1.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,439.0,439.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,-99.0,-1.0,0.0,72.0,-68.0,4.0,400.0,0.0,0.0,0.0,4.0,1.6094379124341003,1.6094379124341003,0.0,1.6094379124341003,68.0,-0.5817975066881169,-0.9973333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,57.0,57.0,57.0,57.0,57.0,0.0,0.0,0.0,1.0,2120.0,2120.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,-698.0,0.0,0.0,275.3333333333333,-218.33333333333331,57.0,56.43564356435643,0.0,0.0,0.0,57.0,4.060443010546419,4.060443010546419,0.0,4.060443010546419,218.33333333333331,-0.41772203771725364,-0.962,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
3.0,3.0,165.33333333333334,160.0,300.4,312.88,316.0,148.07205453201942,0.0,0.3333333333333333,0.6666666666666666,15140.333333333334,45421.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,10.0,0.0,1.0,61.83333333333334,1.0,0.0,101.27777777777779,64.05555555555556,165.33333333333334,244.33497536945816,152.88,0.0,0.895597098607393,496.0,5.113993807083409,5.749010747259272,5.004429776517942,6.208590026096629,64.05555555555556,-0.054599959705654934,-0.7997333333333333,-1.0,0.33289999999999986,0.33289999999999986,0.33289999999999986
1.0,1.0,793.0,793.0,793.0,793.0,793.0,0.0,0.0,0.0,1.0,4805.0,4805.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,736.0,0.0,0.0,535.0,258.0,793.0,785.1485148514852,0.0,0.0,0.0,793.0,6.677083461247136,6.677083461247136,0.0,6.677083461247136,258.0,2.1588388923570165,-0.4713333333333333,-1.0,-0.5557000000000001,-0.4713333333333333,0.0
1.0,1.0,134.0,134.0,134.0,134.0,134.0,0.0,0.0,0.0,1.0,3463.0,3463.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,-31.333333333333343,-2.0,0.0,134.2777777777778,-0.2777777777777999,134.0,132.67326732673268,0.0,0.0,0.0,134.0,4.90527477843843,4.90527477843843,0.0,4.90527477843843,0.2777777777777999,-0.16306020275556626,-0.9106666666666666,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,69.0,69.0,69.0,69.0,69.0,0.0,0.0,0.0,0.0,2889.0,2889.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,1.0,65.0,0.0,0.0,58.666666666666664,10.333333333333336,69.0,6900.0,0.0,0.0,0.0,69.0,4.248495242049359,4.248495242049359,0.0,4.248495242049359,10.333333333333336,-0.36962913324628693,-0.954,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,3942.0,3942.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,-19.0,0.0,0.0,41.0,9.0,50.0,49.504950495049506,0.0,0.0,0.0,50.0,3.9318256327243257,3.9318256327243257,0.0,3.9318256327243257,9.0,-0.4316475808677449,-0.9666666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,43.0,43.0,43.0,43.0,43.0,0.0,0.0,0.0,1.0,269.0,269.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,-91.0,0.0,0.0,114.11111111111113,-71.11111111111113,43.0,42.57425742574257,0.0,0.0,0.0,43.0,3.784189633918261,3.784189633918261,0.0,3.784189633918261,71.11111111111113,-0.47805644054945756,-0.9713333333333334,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,1.0,7213.0,7213.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,-25.0,0.0,0.0,48.0,-23.0,25.0,24.752475247524753,0.0,0.0,0.0,25.0,3.258096538021482,3.258096538021482,0.0,3.258096538021482,23.0,-0.513250801422295,-0.9833333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,45.0,45.0,45.0,45.0,45.0,0.0,0.0,1.0,0.0,99183.0,99183.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,10.0,0.0,1.0,2.0,0.0,0.0,74.0,-29.0,45.0,4500.0,0.0,0.0,0.0,45.0,3.828641396489095,3.828641396489095,0.0,3.828641396489095,29.0,-0.47113344631222914,-0.97,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,50.0,50.0,50.0,50.0,50.0,0.0,0.0,0.0,1.0,2534.0,2534.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,25.0,0.0,0.0,41.666666666666664,8.333333333333336,50.0,49.504950495049506,0.0,0.0,0.0,50.0,3.9318256327243257,3.9318256327243257,0.0,3.9318256327243257,8.333333333333336,-0.4316475808677449,-0.9666666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,29.0,29.0,29.0,29.0,29.0,0.0,0.0,0.0,1.0,7777.0,7777.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,-16.0,0.0,0.0,39.0,-10.0,29.0,28.712871287128714,0.0,0.0,0.0,29.0,3.4011973816621555,3.4011973816621555,0.0,3.4011973816621555,10.0,-0.5265174002100562,-0.9806666666666667,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
1.0,1.0,25.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,1.0,35789.0,35789.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,1.0,-25.0,0.0,0.0,33.333333333333336,-8.333333333333336,25.0,24.752475247524753,0.0,0.0,0.0,25.0,3.258096538021482,3.258096538021482,0.0,3.258096538021482,8.333333333333336,-0.513250801422295,-0.9833333333333333,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
2.0,2.0,16.0,16.0,23.2,23.84,24.0,11.313708498984761,0.0,0.0,1.0,8180.5,16361.0,0.5,0.0,0.5,0.0,0.0,0.0,1.0,0.0,11.0,0.0,1.0,-9.0,1.0,0.0,30.333333333333332,-14.333333333333332,16.0,15.841584158415841,7.84,0.0,0.7071067369923765,32.0,2.833213344056216,3.212455257065278,2.510713153883403,3.4965075614664802,14.333333333333332,-0.5426279608219329,-0.9845333333333333,-1.0,-0.11140000000000008,-0.11140000000000008,0.0
1.0,1.0,39.0,39.0,39.0,39.0,39.0,0.0,0.0,0.0,1.0,443.0,443.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,11.0,0.0,1.0,23.0,-1.0,0.0,26.666666666666668,12.333333333333332,39.0,38.613861386138616,0.0,0.0,0.0,39.0,3.6888794541139363,3.6888794541139363,0.0,3.6888794541139363,12.333333333333332,-0.4675529979117469,-0.974,-1.0,-0.5557000000000001,-0.5557000000000001,0.0
